date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,park_id
2023-08-29,80.5,62.2,0.028,13.2,68,MIL02
2023-08-30,65.5,53.2,0.0,12.4,69,MIL02
2023-08-31,69.3,53.9,0.0,8.4,71,MIL02
2023-06-30,90.5,67.3,0.0,12.0,66,MIL03
2023-07-01,82.8,67.6,0.063,8.9,75,MIL03
2023-07-02,71.9,61.6,0.252,10.9,85,MIL03
2023-07-03,79.2,61.4,0.0,9.7,66,MIL03
2023-07-04,88.9,68.6,0.0,9.9,61,MIL03
2023-07-05,87.2,70.2,0.791,12.4,78,MIL03
2023-07-06,73.2,60.6,0.398,8.1,84,MIL03
2023-07-07,72.0,59.4,0.043,10.2,73,MIL03
2023-07-08,76.7,61.9,0.02,7.9,76,MIL03
2023-07-09,73.0,58.1,0.028,9.8,76,MIL03
2023-07-10,89.3,65.3,0.0,14.7,45,MIL03
2023-07-11,74.7,62.2,0.0,13.6,61,MIL03
2023-07-12,71.1,59.6,1.882,22.8,79,MIL03
2023-07-13,73.0,55.8,0.035,11.4,84,MIL03
2023-07-14,88.6,66.8,0.028,17.8,68,MIL03
2023-07-15,85.2,67.3,0.0,11.8,66,MIL03
2023-07-16,81.5,64.7,0.012,15.9,51,MIL03
2023-07-17,79.2,59.6,0.0,13.5,53,MIL03
2023-07-18,75.8,58.8,0.0,8.2,63,MIL03
2023-07-19,81.7,59.6,0.0,10.3,59,MIL03
2023-07-20,82.9,67.8,0.004,16.6,57,MIL03
2023-07-21,80.9,60.4,0.0,8.2,62,MIL03
2023-07-22,84.3,63.0,0.067,10.2,62,MIL03
2023-07-23,81.6,62.3,0.0,8.9,66,MIL03
2023-07-24,82.2,65.4,0.008,8.8,58,MIL03
2023-07-25,88.1,66.5,0.031,10.4,64,MIL03
2023-07-26,88.4,72.3,0.512,12.3,70,MIL03
2023-07-27,87.6,67.2,0.0,11.5,77,MIL03
2023-07-28,90.4,69.5,0.161,11.7,79,MIL03
2023-07-29,78.1,66.3,0.012,11.0,72,MIL03
2023-07-30,79.2,62.4,0.008,8.5,68,MIL03
2023-07-31,80.3,59.6,0.0,13.6,60,MIL03
2023-08-01,82.5,61.6,0.047,7.6,63,MIL03
2023-08-02,87.5,69.0,0.0,12.2,56,MIL03
2023-08-03,90.0,67.7,0.362,8.2,68,MIL03
2023-08-04,78.6,66.6,0.0,9.8,72,MIL03
2023-08-05,76.8,65.8,0.0,15.2,78,MIL03
2023-08-06,72.2,65.0,0.039,13.1,78,MIL03
2023-08-07,77.0,62.3,0.0,10.6,72,MIL03
2023-08-08,81.9,64.2,0.319,9.1,65,MIL03
2023-08-09,85.9,63.2,0.0,10.6,56,MIL03
2023-08-10,83.7,65.5,0.0,11.0,60,MIL03
2023-08-11,83.0,66.7,0.087,13.1,74,MIL03
2023-08-12,84.4,67.3,0.039,15.6,60,MIL03
2023-08-13,71.4,65.0,0.083,9.2,76,MIL03
2023-08-14,66.3,63.1,1.732,17.5,91,MIL03
2023-08-15,74.7,60.1,0.028,14.1,75,MIL03
2023-08-16,81.7,59.6,0.0,15.4,63,MIL03
2023-08-17,74.4,61.6,0.339,19.1,62,MIL03
2023-08-18,76.4,57.3,0.0,8.1,59,MIL03
2023-08-19,81.9,61.8,0.0,13.1,68,MIL03
2023-08-20,84.5,70.7,0.0,11.4,79,MIL03
2023-08-21,73.7,66.7,0.0,11.7,78,MIL03
2023-08-22,76.5,65.2,0.0,10.8,83,MIL03
2023-08-23,99.4,71.8,0.004,14.4,75,MIL03
2023-08-24,81.2,69.1,0.61,16.2,92,MIL03
2023-08-25,77.8,66.2,0.0,9.4,86,MIL03
2023-08-26,69.5,62.1,0.012,15.9,83,MIL03
2023-08-27,69.0,59.0,0.008,13.6,70,MIL03
2023-08-28,76.4,53.6,0.0,9.0,68,MIL03
2023-08-29,80.7,62.3,0.028,13.2,68,MIL03
2023-08-30,65.7,53.3,0.0,12.4,69,MIL03
2023-08-31,69.5,54.1,0.0,8.4,71,MIL03
2023-06-30,90.3,67.1,0.0,12.0,66,MIL04
2023-07-01,82.6,67.4,0.063,8.9,75,MIL04
2023-07-02,71.7,61.4,0.252,10.9,85,MIL04
2023-07-03,79.0,61.2,0.0,9.7,66,MIL04
2023-07-04,88.7,68.4,0.0,9.9,61,MIL04
2023-07-05,87.0,70.0,0.791,12.4,78,MIL04
2023-07-06,73.0,60.4,0.398,8.1,84,MIL04
2023-07-07,71.8,59.2,0.043,10.2,73,MIL04
2023-07-08,76.5,61.7,0.02,7.9,76,MIL04
2023-07-09,72.8,57.9,0.028,9.8,76,MIL04
2023-07-10,89.1,65.1,0.0,14.7,45,MIL04
2023-07-11,74.5,62.0,0.0,13.6,61,MIL04
2023-07-12,70.9,59.5,1.882,22.8,79,MIL04
2023-07-13,72.8,55.6,0.035,11.4,84,MIL04
2023-07-14,88.4,66.6,0.028,17.8,68,MIL04
2023-07-15,85.0,67.1,0.0,11.8,66,MIL04
2023-07-16,81.3,64.5,0.012,15.9,51,MIL04
2023-07-17,79.0,59.5,0.0,13.5,53,MIL04
2023-07-18,75.7,58.6,0.0,8.2,63,MIL04
2023-07-19,81.5,59.4,0.0,10.3,59,MIL04
2023-07-20,82.7,67.6,0.004,16.6,57,MIL04
2023-07-21,80.7,60.2,0.0,8.2,62,MIL04
2023-07-22,84.1,62.8,0.067,10.2,62,MIL04
2023-07-23,81.4,62.2,0.0,8.9,66,MIL04
2023-07-24,82.0,65.2,0.008,8.8,58,MIL04
2023-07-25,87.9,66.3,0.031,10.4,64,MIL04
2023-07-26,88.2,72.1,0.512,12.3,70,MIL04
2023-07-27,87.4,67.0,0.0,11.5,77,MIL04
2023-07-28,90.2,69.3,0.161,11.7,79,MIL04
2023-07-29,77.9,66.1,0.012,11.0,72,MIL04
2023-07-30,79.0,62.2,0.008,8.5,68,MIL04
2023-07-31,80.1,59.4,0.0,13.6,60,MIL04
2023-08-01,82.3,61.4,0.047,7.6,63,MIL04
2023-08-02,87.3,68.8,0.0,12.2,56,MIL04
2023-08-03,89.8,67.5,0.362,8.2,68,MIL04
2023-08-04,78.4,66.4,0.0,9.8,72,MIL04
2023-08-05,76.6,65.6,0.0,15.2,78,MIL04
2023-08-06,72.1,64.8,0.039,13.1,78,MIL04
2023-08-07,76.8,62.1,0.0,10.6,72,MIL04
2023-08-08,81.7,64.0,0.319,9.1,65,MIL04
2023-08-09,85.7,63.0,0.0,10.6,56,MIL04
2023-08-10,83.5,65.3,0.0,11.0,60,MIL04
2023-08-11,82.8,66.5,0.087,13.1,74,MIL04
2023-08-12,84.2,67.1,0.039,15.6,60,MIL04
2023-08-13,71.2,64.8,0.083,9.2,76,MIL04
2023-08-14,66.1,62.9,1.732,17.5,91,MIL04
2023-08-15,74.5,59.9,0.028,14.1,75,MIL04
2023-08-16,81.5,59.4,0.0,15.4,63,MIL04
2023-08-17,74.2,61.4,0.339,19.1,62,MIL04
2023-08-18,76.2,57.1,0.0,8.1,59,MIL04
2023-08-19,81.7,61.6,0.0,13.1,68,MIL04
2023-08-20,84.3,70.5,0.0,11.4,79,MIL04
2023-08-21,73.5,66.5,0.0,11.7,78,MIL04
2023-08-22,76.3,65.0,0.0,10.8,83,MIL04
2023-08-23,99.2,71.6,0.004,14.4,75,MIL04
2023-08-24,81.0,68.9,0.61,16.2,92,MIL04
2023-08-25,77.6,66.0,0.0,9.4,86,MIL04
2023-08-26,69.3,61.9,0.012,15.9,83,MIL04
2023-08-27,68.8,58.8,0.008,13.6,70,MIL04
2023-08-28,76.2,53.4,0.0,9.0,68,MIL04
2023-08-29,80.5,62.2,0.028,13.2,68,MIL04
2023-08-30,65.5,53.2,0.0,12.4,69,MIL04
2023-08-31,69.3,53.9,0.0,8.4,71,MIL04
2023-06-30,90.3,67.1,0.0,12.0,66,MIL05
2023-07-01,82.6,67.4,0.063,8.9,75,MIL05
2023-07-02,71.7,61.4,0.252,10.9,85,MIL05
2023-07-03,79.0,61.2,0.0,9.7,66,MIL05
2023-07-04,88.7,68.4,0.0,9.9,61,MIL05
2023-07-05,87.0,70.0,0.791,12.4,78,MIL05
2023-07-06,73.0,60.4,0.398,8.1,84,MIL05
2023-07-07,71.8,59.2,0.043,10.2,73,MIL05
2023-07-08,76.5,61.7,0.02,7.9,76,MIL05
2023-07-09,72.8,57.9,0.028,9.8,76,MIL05
2023-07-10,89.1,65.1,0.0,14.7,45,MIL05
2023-07-11,74.5,62.0,0.0,13.6,61,MIL05
2023-07-12,70.9,59.5,1.882,22.8,79,MIL05
2023-07-13,72.8,55.6,0.035,11.4,84,MIL05
2023-07-14,88.4,66.6,0.028,17.8,68,MIL05
2023-07-15,85.0,67.1,0.0,11.8,66,MIL05
2023-07-16,81.3,64.5,0.012,15.9,51,MIL05
2023-07-17,79.0,59.5,0.0,13.5,53,MIL05
2023-07-18,75.7,58.6,0.0,8.2,63,MIL05
2023-07-19,81.5,59.4,0.0,10.3,59,MIL05
2023-07-20,82.7,67.6,0.004,16.6,57,MIL05
2023-07-21,80.7,60.2,0.0,8.2,62,MIL05
2023-07-22,84.1,62.8,0.067,10.2,62,MIL05
2023-07-23,81.4,62.2,0.0,8.9,66,MIL05
2023-07-24,82.0,65.2,0.008,8.8,58,MIL05
2023-07-25,87.9,66.3,0.031,10.4,64,MIL05
2023-07-26,88.2,72.1,0.512,12.3,70,MIL05
2023-07-27,87.4,67.0,0.0,11.5,77,MIL05
2023-07-28,90.2,69.3,0.161,11.7,79,MIL05
2023-07-29,77.9,66.1,0.012,11.0,72,MIL05
2023-07-30,79.0,62.2,0.008,8.5,68,MIL05
2023-07-31,80.1,59.4,0.0,13.6,60,MIL05
2023-08-01,82.3,61.4,0.047,7.6,63,MIL05
2023-08-02,87.3,68.8,0.0,12.2,56,MIL05
2023-08-03,89.8,67.5,0.362,8.2,68,MIL05
2023-08-04,78.4,66.4,0.0,9.8,72,MIL05
2023-08-05,76.6,65.6,0.0,15.2,78,MIL05
2023-08-06,72.1,64.8,0.039,13.1,78,MIL05
2023-08-07,76.8,62.1,0.0,10.6,72,MIL05
2023-08-08,81.7,64.0,0.319,9.1,65,MIL05
2023-08-09,85.7,63.0,0.0,10.6,56,MIL05
2023-08-10,83.5,65.3,0.0,11.0,60,MIL05
2023-08-11,82.8,66.5,0.087,13.1,74,MIL05
2023-08-12,84.2,67.1,0.039,15.6,60,MIL05
2023-08-13,71.2,64.8,0.083,9.2,76,MIL05
2023-08-14,66.1,62.9,1.732,17.5,91,MIL05
2023-08-15,74.5,59.9,0.028,14.1,75,MIL05
2023-08-16,81.5,59.4,0.0,15.4,63,MIL05
2023-08-17,74.2,61.4,0.339,19.1,62,MIL05
2023-08-18,76.2,57.1,0.0,8.1,59,MIL05
2023-08-19,81.7,61.6,0.0,13.1,68,MIL05
2023-08-20,84.3,70.5,0.0,11.4,79,MIL05
2023-08-21,73.5,66.5,0.0,11.7,78,MIL05
2023-08-22,76.3,65.0,0.0,10.8,83,MIL05
2023-08-23,99.2,71.6,0.004,14.4,75,MIL05
2023-08-24,81.0,68.9,0.61,16.2,92,MIL05
2023-08-25,77.6,66.0,0.0,9.4,86,MIL05
2023-08-26,69.3,61.9,0.012,15.9,83,MIL05
2023-08-27,68.8,58.8,0.008,13.6,70,MIL05
2023-08-28,76.2,53.4,0.0,9.0,68,MIL05
2023-08-29,80.5,62.2,0.028,13.2,68,MIL05
2023-08-30,65.5,53.2,0.0,12.4,69,MIL05
2023-08-31,69.3,53.9,0.0,8.4,71,MIL05
2023-06-30,90.3,67.1,0.0,12.0,66,MIL06
2023-07-01,82.6,67.4,0.063,8.9,75,MIL06
2023-07-02,71.7,61.4,0.252,10.9,85,MIL06
2023-07-03,79.0,61.2,0.0,9.7,66,MIL06
2023-07-04,88.7,68.4,0.0,9.9,61,MIL06
2023-07-05,87.0,70.0,0.791,12.4,78,MIL06
2023-07-06,73.0,60.4,0.398,8.1,84,MIL06
2023-07-07,71.8,59.2,0.043,10.2,73,MIL06
2023-07-08,76.5,61.7,0.02,7.9,76,MIL06
2023-07-09,72.8,57.9,0.028,9.8,76,MIL06
2023-07-10,89.1,65.1,0.0,14.7,45,MIL06
2023-07-11,74.5,62.0,0.0,13.6,61,MIL06
2023-07-12,70.9,59.5,1.882,22.8,79,MIL06
2023-07-13,72.8,55.6,0.035,11.4,84,MIL06
2023-07-14,88.4,66.6,0.028,17.8,68,MIL06
2023-07-15,85.0,67.1,0.0,11.8,66,MIL06
2023-07-16,81.3,64.5,0.012,15.9,51,MIL06
2023-07-17,79.0,59.5,0.0,13.5,53,MIL06
2023-07-18,75.7,58.6,0.0,8.2,63,MIL06
2023-07-19,81.5,59.4,0.0,10.3,59,MIL06
2023-07-20,82.7,67.6,0.004,16.6,57,MIL06
2023-07-21,80.7,60.2,0.0,8.2,62,MIL06
2023-07-22,84.1,62.8,0.067,10.2,62,MIL06
2023-07-23,81.4,62.2,0.0,8.9,66,MIL06
2023-07-24,82.0,65.2,0.008,8.8,58,MIL06
2023-07-25,87.9,66.3,0.031,10.4,64,MIL06
2023-07-26,88.2,72.1,0.512,12.3,70,MIL06
2023-07-27,87.4,67.0,0.0,11.5,77,MIL06
2023-07-28,90.2,69.3,0.161,11.7,79,MIL06
2023-07-29,77.9,66.1,0.012,11.0,72,MIL06
2023-07-30,79.0,62.2,0.008,8.5,68,MIL06
2023-07-31,80.1,59.4,0.0,13.6,60,MIL06
2023-08-01,82.3,61.4,0.047,7.6,63,MIL06
2023-08-02,87.3,68.8,0.0,12.2,56,MIL06
2023-08-03,89.8,67.5,0.362,8.2,68,MIL06
2023-08-04,78.4,66.4,0.0,9.8,72,MIL06
2023-08-05,76.6,65.6,0.0,15.2,78,MIL06
2023-08-06,72.1,64.8,0.039,13.1,78,MIL06
2023-08-07,76.8,62.1,0.0,10.6,72,MIL06
2023-08-08,81.7,64.0,0.319,9.1,65,MIL06
2023-08-09,85.7,63.0,0.0,10.6,56,MIL06
2023-08-10,83.5,65.3,0.0,11.0,60,MIL06
2023-08-11,82.8,66.5,0.087,13.1,74,MIL06
2023-08-12,84.2,67.1,0.039,15.6,60,MIL06
2023-08-13,71.2,64.8,0.083,9.2,76,MIL06
2023-08-14,66.1,62.9,1.732,17.5,91,MIL06
2023-08-15,74.5,59.9,0.028,14.1,75,MIL06
2023-08-16,81.5,59.4,0.0,15.4,63,MIL06
2023-08-17,74.2,61.4,0.339,19.1,62,MIL06
2023-08-18,76.2,57.1,0.0,8.1,59,MIL06
2023-08-19,81.7,61.6,0.0,13.1,68,MIL06
2023-08-20,84.3,70.5,0.0,11.4,79,MIL06
2023-08-21,73.5,66.5,0.0,11.7,78,MIL06
2023-08-22,76.3,65.0,0.0,10.8,83,MIL06
2023-08-23,99.2,71.6,0.004,14.4,75,MIL06
2023-08-24,81.0,68.9,0.61,16.2,92,MIL06
2023-08-25,77.6,66.0,0.0,9.4,86,MIL06
2023-08-26,69.3,61.9,0.012,15.9,83,MIL06
2023-08-27,68.8,58.8,0.008,13.6,70,MIL06
2023-08-28,76.2,53.4,0.0,9.0,68,MIL06
2023-08-29,80.5,62.2,0.028,13.2,68,MIL06
2023-08-30,65.5,53.2,0.0,12.4,69,MIL06
2023-08-31,69.3,53.9,0.0,8.4,71,MIL06
2023-06-30,87.2,61.4,0.0,8.6,59,MIN01
2023-07-01,85.9,63.2,0.0,5.8,61,MIN01
2023-07-02,87.9,63.3,0.0,5.0,63,MIN01
2023-07-03,90.5,67.4,0.181,9.9,76,MIN01
2023-07-04,84.8,65.0,0.508,14.7,85,MIN01
2023-07-05,77.0,62.6,0.374,9.9,65,MIN01
2023-07-06,72.9,56.9,0.0,7.1,56,MIN01
2023-07-07,76.5,55.4,0.0,7.6,57,MIN01
2023-07-08,78.7,57.0,0.008,7.4,61,MIN01
2023-07-09,84.7,54.0,0.0,14.7,49,MIN01
2023-07-10,91.3,67.3,0.067,13.3,58,MIN01
2023-07-11,77.4,55.4,0.024,6.7,55,MIN01
2023-07-12,79.0,58.8,0.012,9.0,71,MIN01
2023-07-13,85.6,59.1,0.0,11.8,72,MIN01
2023-07-14,88.1,63.6,0.02,10.9,63,MIN01
2023-07-15,80.7,61.7,0.008,13.2,54,MIN01
2023-07-16,77.9,58.0,0.039,15.9,57,MIN01
2023-07-17,72.9,56.5,0.0,11.9,58,MIN01
2023-07-18,81.3,55.0,0.0,6.8,59,MIN01
2023-07-19,88.9,60.8,0.295,12.1,68,MIN01
2023-07-20,78.6,61.8,0.0,12.8,65,MIN01
2023-07-21,82.7,57.9,0.0,6.8,62,MIN01
2023-07-22,83.5,60.3,0.228,13.3,74,MIN01
2023-07-23,86.7,60.1,0.0,6.1,65,MIN01
2023-07-24,88.4,61.8,0.15,6.9,71,MIN01
2023-07-25,92.5,66.5,0.0,9.8,64,MIN01
2023-07-26,93.0,69.4,0.795,9.0,73,MIN01
2023-07-27,92.7,71.7,1.831,13.5,84,MIN01
2023-07-28,89.0,67.6,0.11,11.1,78,MIN01
2023-07-29,79.8,60.3,0.004,10.8,69,MIN01
2023-07-30,79.1,59.2,0.0,6.8,65,MIN01
2023-07-31,84.5,58.9,0.0,5.3,64,MIN01
2023-08-01,86.7,62.2,0.0,7.2,63,MIN01
2023-08-02,87.9,67.4,0.252,8.8,79,MIN01
2023-08-03,93.7,70.0,0.008,8.5,68,MIN01
2023-08-04,90.4,67.8,0.0,8.7,63,MIN01
2023-08-05,85.6,68.7,0.0,7.8,61,MIN01
2023-08-06,73.4,66.7,0.134,7.8,80,MIN01
2023-08-07,81.9,62.9,0.0,6.9,70,MIN01
2023-08-08,82.7,58.8,0.0,8.2,60,MIN01
2023-08-09,82.2,59.9,0.035,10.8,73,MIN01
2023-08-10,81.9,61.0,0.098,8.6,72,MIN01
2023-08-11,85.0,65.0,0.209,11.4,83,MIN01
2023-08-12,81.1,61.1,0.0,11.2,67,MIN01
2023-08-13,75.3,61.5,0.358,8.7,83,MIN01
2023-08-14,67.6,56.8,0.85,12.7,89,MIN01
2023-08-15,79.7,51.6,0.0,9.0,71,MIN01
2023-08-16,85.6,62.2,0.291,16.5,73,MIN01
2023-08-17,73.1,57.9,0.0,17.7,60,MIN01
2023-08-18,79.0,53.5,0.0,12.3,68,MIN01
2023-08-19,90.9,67.1,0.0,9.9,68,MIN01
2023-08-20,80.8,64.3,0.0,8.9,64,MIN01
2023-08-21,84.6,62.4,0.0,9.3,76,MIN01
2023-08-22,98.0,69.3,0.0,10.3,74,MIN01
2023-08-23,99.1,78.4,0.0,9.5,67,MIN01
2023-08-24,90.8,69.6,0.0,8.8,74,MIN01
2023-08-25,86.4,66.7,0.024,9.7,70,MIN01
2023-08-26,74.2,59.5,0.0,10.6,67,MIN01
2023-08-27,77.5,53.4,0.0,5.1,70,MIN01
2023-08-28,84.8,61.3,0.024,8.7,67,MIN01
2023-08-29,80.1,62.0,0.035,8.5,65,MIN01
2023-08-30,78.3,57.5,0.0,6.9,61,MIN01
2023-08-31,81.1,59.2,0.0,12.6,53,MIN01
2023-06-30,87.0,61.2,0.0,7.8,58,MIN02
2023-07-01,85.6,63.1,0.0,5.9,62,MIN02
2023-07-02,87.7,63.0,0.0,4.9,63,MIN02
2023-07-03,90.1,67.9,0.047,11.4,73,MIN02
2023-07-04,85.1,65.8,0.661,15.8,85,MIN02
2023-07-05,76.9,63.0,0.213,9.6,66,MIN02
2023-07-06,73.0,57.6,0.0,6.8,56,MIN02
2023-07-07,75.7,55.6,0.0,7.7,57,MIN02
2023-07-08,78.5,57.2,0.012,7.6,61,MIN02
2023-07-09,83.9,54.3,0.0,13.9,50,MIN02
2023-07-10,91.6,67.6,0.047,12.0,59,MIN02
2023-07-11,77.6,55.8,0.008,6.8,55,MIN02
2023-07-12,79.5,58.9,0.016,8.5,70,MIN02
2023-07-13,85.3,59.5,0.0,12.0,70,MIN02
2023-07-14,88.2,64.5,0.012,11.2,62,MIN02
2023-07-15,80.6,63.0,0.0,13.4,54,MIN02
2023-07-16,77.5,58.1,0.075,15.8,58,MIN02
2023-07-17,72.8,56.7,0.0,11.2,58,MIN02
2023-07-18,81.4,55.8,0.0,6.7,58,MIN02
2023-07-19,88.2,61.3,0.461,10.8,68,MIN02
2023-07-20,78.2,62.1,0.0,12.3,66,MIN02
2023-07-21,82.4,57.6,0.0,6.9,63,MIN02
2023-07-22,83.1,61.7,0.268,13.2,73,MIN02
2023-07-23,86.7,60.3,0.0,6.1,65,MIN02
2023-07-24,87.9,61.4,0.067,5.8,69,MIN02
2023-07-25,91.8,66.7,0.0,9.1,64,MIN02
2023-07-26,92.9,69.5,0.803,8.6,74,MIN02
2023-07-27,92.1,71.2,1.016,14.1,84,MIN02
2023-07-28,88.5,67.9,0.283,9.6,80,MIN02
2023-07-29,79.7,60.3,0.016,10.4,71,MIN02
2023-07-30,78.6,58.8,0.0,6.0,67,MIN02
2023-07-31,83.8,58.9,0.0,7.2,65,MIN02
2023-08-01,86.2,62.8,0.0,6.8,64,MIN02
2023-08-02,87.2,68.2,0.161,9.1,81,MIN02
2023-08-03,92.7,69.2,0.004,7.6,69,MIN02
2023-08-04,89.5,68.0,0.0,7.9,65,MIN02
2023-08-05,84.9,69.2,0.0,7.8,62,MIN02
2023-08-06,72.9,66.1,0.287,7.6,82,MIN02
2023-08-07,81.7,62.8,0.0,6.8,72,MIN02
2023-08-08,81.9,58.5,0.0,7.8,63,MIN02
2023-08-09,82.6,60.1,0.039,9.2,73,MIN02
2023-08-10,81.1,61.2,0.157,8.1,74,MIN02
2023-08-11,84.8,65.3,0.197,9.8,83,MIN02
2023-08-12,80.6,61.0,0.0,11.2,69,MIN02
2023-08-13,75.1,61.0,0.291,8.3,84,MIN02
2023-08-14,67.3,57.1,0.772,12.8,89,MIN02
2023-08-15,79.2,52.1,0.0,8.5,72,MIN02
2023-08-16,85.1,62.8,0.472,16.0,73,MIN02
2023-08-17,72.9,58.6,0.0,17.6,62,MIN02
2023-08-18,78.4,53.7,0.0,11.8,69,MIN02
2023-08-19,90.6,67.4,0.0,9.4,68,MIN02
2023-08-20,80.7,64.8,0.0,8.7,65,MIN02
2023-08-21,84.1,62.6,0.0,9.1,77,MIN02
2023-08-22,97.2,69.5,0.0,10.3,75,MIN02
2023-08-23,98.1,79.2,0.0,9.7,68,MIN02
2023-08-24,89.8,70.2,0.0,8.1,75,MIN02
2023-08-25,86.8,67.0,0.035,9.1,70,MIN02
2023-08-26,73.9,59.7,0.0,10.0,68,MIN02
2023-08-27,77.3,52.8,0.0,4.8,72,MIN02
2023-08-28,83.9,60.8,0.016,9.1,68,MIN02
2023-08-29,79.9,62.2,0.024,8.4,66,MIN02
2023-08-30,77.6,57.8,0.0,7.3,63,MIN02
2023-08-31,80.2,59.5,0.0,12.0,54,MIN02
2023-06-30,87.2,61.4,0.0,8.6,59,MIN03
2023-07-01,85.9,63.2,0.0,5.8,61,MIN03
2023-07-02,87.9,63.3,0.0,5.0,63,MIN03
2023-07-03,90.5,67.4,0.181,9.9,76,MIN03
2023-07-04,84.8,65.0,0.508,14.7,85,MIN03
2023-07-05,77.0,62.6,0.374,9.9,65,MIN03
2023-07-06,72.9,56.9,0.0,7.1,56,MIN03
2023-07-07,76.5,55.4,0.0,7.6,57,MIN03
2023-07-08,78.7,57.0,0.008,7.4,61,MIN03
2023-07-09,84.7,54.0,0.0,14.7,49,MIN03
2023-07-10,91.3,67.3,0.067,13.3,58,MIN03
2023-07-11,77.4,55.4,0.024,6.7,55,MIN03
2023-07-12,79.0,58.8,0.012,9.0,71,MIN03
2023-07-13,85.6,59.1,0.0,11.8,72,MIN03
2023-07-14,88.1,63.6,0.02,10.9,63,MIN03
2023-07-15,80.7,61.7,0.008,13.2,54,MIN03
2023-07-16,77.9,58.0,0.039,15.9,57,MIN03
2023-07-17,72.9,56.5,0.0,11.9,58,MIN03
2023-07-18,81.3,55.0,0.0,6.8,59,MIN03
2023-07-19,88.9,60.8,0.295,12.1,68,MIN03
2023-07-20,78.6,61.8,0.0,12.8,65,MIN03
2023-07-21,82.7,57.9,0.0,6.8,62,MIN03
2023-07-22,83.5,60.3,0.228,13.3,74,MIN03
2023-07-23,86.7,60.1,0.0,6.1,65,MIN03
2023-07-24,88.4,61.8,0.15,6.9,71,MIN03
2023-07-25,92.5,66.5,0.0,9.8,64,MIN03
2023-07-26,93.0,69.4,0.795,9.0,73,MIN03
2023-07-27,92.7,71.7,1.831,13.5,84,MIN03
2023-07-28,89.0,67.6,0.11,11.1,78,MIN03
2023-07-29,79.8,60.3,0.004,10.8,69,MIN03
2023-07-30,79.1,59.2,0.0,6.8,65,MIN03
2023-07-31,84.5,58.9,0.0,5.3,64,MIN03
2023-08-01,86.7,62.2,0.0,7.2,63,MIN03
2023-08-02,87.9,67.4,0.252,8.8,79,MIN03
2023-08-03,93.7,70.0,0.008,8.5,68,MIN03
2023-08-04,90.4,67.8,0.0,8.7,63,MIN03
2023-08-05,85.6,68.7,0.0,7.8,61,MIN03
2023-08-06,73.4,66.7,0.134,7.8,80,MIN03
2023-08-07,81.9,62.9,0.0,6.9,70,MIN03
2023-08-08,82.7,58.8,0.0,8.2,60,MIN03
2023-08-09,82.2,59.9,0.035,10.8,73,MIN03
2023-08-10,81.9,61.0,0.098,8.6,72,MIN03
2023-08-11,85.0,65.0,0.209,11.4,83,MIN03
2023-08-12,81.1,61.1,0.0,11.2,67,MIN03
2023-08-13,75.3,61.5,0.358,8.7,83,MIN03
2023-08-14,67.6,56.8,0.85,12.7,89,MIN03
2023-08-15,79.7,51.6,0.0,9.0,71,MIN03
2023-08-16,85.6,62.2,0.291,16.5,73,MIN03
2023-08-17,73.1,57.9,0.0,17.7,60,MIN03
2023-08-18,79.0,53.5,0.0,12.3,68,MIN03
2023-08-19,90.9,67.1,0.0,9.9,68,MIN03
2023-08-20,80.8,64.3,0.0,8.9,64,MIN03
2023-08-21,84.6,62.4,0.0,9.3,76,MIN03
2023-08-22,98.0,69.3,0.0,10.3,74,MIN03
2023-08-23,99.1,78.4,0.0,9.5,67,MIN03
2023-08-24,90.8,69.6,0.0,8.8,74,MIN03
2023-08-25,86.4,66.7,0.024,9.7,70,MIN03
2023-08-26,74.2,59.5,0.0,10.6,67,MIN03
2023-08-27,77.5,53.4,0.0,5.1,70,MIN03
2023-08-28,84.8,61.3,0.024,8.7,67,MIN03
2023-08-29,80.1,62.0,0.035,8.5,65,MIN03
2023-08-30,78.3,57.5,0.0,6.9,61,MIN03
2023-08-31,81.1,59.2,0.0,12.6,53,MIN03
2023-06-30,87.2,61.4,0.0,8.6,59,MIN04
2023-07-01,85.9,63.2,0.0,5.8,61,MIN04
2023-07-02,87.9,63.3,0.0,5.0,63,MIN04
2023-07-03,90.5,67.4,0.181,9.9,76,MIN04
2023-07-04,84.8,65.0,0.508,14.7,85,MIN04
2023-07-05,77.0,62.6,0.374,9.9,65,MIN04
2023-07-06,72.9,56.9,0.0,7.1,56,MIN04
2023-07-07,76.5,55.4,0.0,7.6,57,MIN04
2023-07-08,78.7,57.0,0.008,7.4,61,MIN04
2023-07-09,84.7,54.0,0.0,14.7,49,MIN04
2023-07-10,91.3,67.3,0.067,13.3,58,MIN04
2023-07-11,77.4,55.4,0.024,6.7,55,MIN04
2023-07-12,79.0,58.8,0.012,9.0,71,MIN04
2023-07-13,85.6,59.1,0.0,11.8,72,MIN04
2023-07-14,88.1,63.6,0.02,10.9,63,MIN04
2023-07-15,80.7,61.7,0.008,13.2,54,MIN04
2023-07-16,77.9,58.0,0.039,15.9,57,MIN04
2023-07-17,72.9,56.5,0.0,11.9,58,MIN04
2023-07-18,81.3,55.0,0.0,6.8,59,MIN04
2023-07-19,88.9,60.8,0.295,12.1,68,MIN04
